Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Timestamp,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,food_per_guest_ratio
Fruits,280,Birthday,350,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,20,2024-05-28 15:40:24.489795840,2024,5,28,1,0,2,1.25
Fruits,250,Wedding,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-05-28 21:33:03.673469440,2024,5,28,1,0,2,1.4
Fruits,320,Social Gathering,400,Refrigerated,Regular,All Seasons,Buffet,Suburban,High,30,2024-05-29 03:25:42.857142784,2024,5,29,2,0,2,1.25
Fruits,250,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,35,2024-05-29 15:11:01.224489728,2024,5,29,2,0,2,1.4
Meat,280,Social Gathering,350,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-05-29 21:03:40.408163328,2024,5,29,2,0,2,1.25
Vegetables,208,Corporate,282,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,2024-05-30 02:56:19.591836672,2024,5,30,3,0,2,1.3557692307692308
Meat,250,Social Gathering,350,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-05-30 08:48:58.775510272,2024,5,30,3,0,2,1.4
Vegetables,208,Wedding,282,Refrigerated,Occasional,Summer,Sit-down Dinner,Rural,Moderate,22,2024-05-30 14:41:37.959183616,2024,5,30,3,0,2,1.3557692307692308
Baked Goods,300,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,35,2024-05-30 20:34:17.142857216,2024,5,30,3,0,2,1.5
Dairy Products,302,Corporate,371,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27,2024-05-31 02:26:56.326530560,2024,5,31,4,0,2,1.228476821192053
Baked Goods,380,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,2024-05-31 08:19:35.510204160,2024,5,31,4,0,2,1.3157894736842106
Baked Goods,367,Social Gathering,420,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,40,2024-05-31 14:12:14.693877504,2024,5,31,4,0,2,1.1444141689373297
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,2024-05-31 20:04:53.877551104,2024,5,31,4,0,2,1.25
Vegetables,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2024-06-01 01:57:33.061224448,2024,6,1,5,1,2,1.2857142857142858
Fruits,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50,2024-06-01 07:50:12.244898048,2024,6,1,5,1,2,1.25
Vegetables,280,Social Gathering,350,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,20,2024-06-01 19:35:30.612244992,2024,6,1,5,1,2,1.25
Dairy Products,400,Wedding,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,40,2024-06-02 01:28:09.795918336,2024,6,2,6,1,2,1.25
Baked Goods,310,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,35,2024-06-02 07:20:48.979591936,2024,6,2,6,1,2,1.1290322580645162
Baked Goods,320,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,2024-06-02 13:13:28.163265280,2024,6,2,6,1,2,1.25
Meat,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,2024-06-02 19:06:07.346938880,2024,6,2,6,1,2,1.3636363636363635
Dairy Products,310,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,35,2024-06-03 06:51:25.714285824,2024,6,3,0,0,2,1.1290322580645162
Fruits,250,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-06-03 12:44:04.897959168,2024,6,3,0,0,2,1.4
Fruits,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,2024-06-03 18:36:44.081632768,2024,6,3,0,0,2,1.3636363636363635
Dairy Products,300,Birthday,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,35,2024-06-04 00:29:23.265306112,2024,6,4,1,0,2,1.5
Dairy Products,270,Corporate,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,2024-06-04 06:22:02.448979712,2024,6,4,1,0,2,1.4814814814814814
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,40,2024-06-04 12:14:41.632653056,2024,6,4,1,0,2,1.25
Baked Goods,380,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,2024-06-04 18:07:20.816326656,2024,6,4,1,0,2,1.3157894736842106
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,2024-06-05 00:00:00.000000000,2024,6,5,2,0,2,1.3333333333333333
Dairy Products,434,Social Gathering,495,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Low,36,2024-06-05 05:52:39.183673344,2024,6,5,2,0,2,1.140552995391705
Baked Goods,350,Birthday,450,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-06-05 11:45:18.367346944,2024,6,5,2,0,2,1.2857142857142858
Dairy Products,434,Corporate,495,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,36,2024-06-05 17:37:57.551020288,2024,6,5,2,0,2,1.140552995391705
Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,2024-06-05 23:30:36.734693888,2024,6,5,2,0,2,1.2857142857142858
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,50,2024-06-06 05:23:15.918367232,2024,6,6,3,0,2,1.25
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,2024-06-06 11:15:55.102040832,2024,6,6,3,0,2,1.25
Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20,2024-06-06 17:08:34.285714176,2024,6,6,3,0,2,1.4
Baked Goods,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,2024-06-06 23:01:13.469387776,2024,6,6,3,0,2,1.25
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,20,2024-06-07 04:53:52.653061120,2024,6,7,4,0,2,1.25
Baked Goods,438,Social Gathering,493,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,35,2024-06-07 10:46:31.836734720,2024,6,7,4,0,2,1.1255707762557077
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,2024-06-07 16:39:11.020408064,2024,6,7,4,0,2,1.3333333333333333
Meat,280,Birthday,350,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,20,2024-06-07 22:31:50.204081664,2024,6,7,4,0,2,1.25
Fruits,400,Corporate,500,Room Temperature,Regular,Summer,Buffet,Rural,High,30,2024-06-08 04:24:29.387755008,2024,6,8,5,1,2,1.25
Meat,220,Corporate,300,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,2024-06-08 16:09:47.755101952,2024,6,8,5,1,2,1.3636363636363635
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Buffet,Urban,High,40,2024-06-09 03:55:06.122448896,2024,6,9,6,1,2,1.2857142857142858
Fruits,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,50,2024-06-09 15:40:24.489795840,2024,6,9,6,1,2,1.25
Fruits,400,Corporate,500,Refrigerated,Regular,All Seasons,Finger Food,Urban,High,40,2024-06-09 21:33:03.673469440,2024,6,9,6,1,2,1.25
Fruits,367,Social Gathering,420,Room Temperature,Regular,Summer,Buffet,Urban,Low,40,2024-06-10 03:25:42.857142784,2024,6,10,0,0,2,1.1444141689373297
Vegetables,250,Wedding,350,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,40,2024-06-10 15:11:01.224489728,2024,6,10,0,0,2,1.4
Baked Goods,250,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Rural,High,35,2024-06-11 02:56:19.591836672,2024,6,11,1,0,2,1.4
Meat,400,Corporate,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,High,45,2024-06-11 08:48:58.775510272,2024,6,11,1,0,2,1.25
Meat,380,Corporate,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,2024-06-11 14:41:37.959183616,2024,6,11,1,0,2,1.3157894736842106
Meat,400,Corporate,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,45,2024-06-11 20:34:17.142857216,2024,6,11,1,0,2,1.25
Fruits,350,Corporate,450,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,2024-06-12 02:26:56.326530560,2024,6,12,2,0,2,1.2857142857142858
Vegetables,250,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-06-12 08:19:35.510204160,2024,6,12,2,0,2,1.4
Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,2024-06-13 01:57:33.061224448,2024,6,13,3,0,2,1.25
Dairy Products,300,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,2024-06-13 07:50:12.244898048,2024,6,13,3,0,2,1.3333333333333333
Meat,280,Corporate,350,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,20,2024-06-13 13:42:51.428571392,2024,6,13,3,0,2,1.25
Fruits,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,2024-06-13 19:35:30.612244992,2024,6,13,3,0,2,1.3636363636363635
Meat,320,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,25,2024-06-14 01:28:09.795918336,2024,6,14,4,0,2,1.25
Baked Goods,350,Corporate,450,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,20,2024-06-14 07:20:48.979591936,2024,6,14,4,0,2,1.2857142857142858
Vegetables,300,Birthday,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2024-06-14 13:13:28.163265280,2024,6,14,4,0,2,1.3333333333333333
Vegetables,320,Birthday,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,2024-06-14 19:06:07.346938880,2024,6,14,4,0,2,1.25
Fruits,220,Corporate,300,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,15,2024-06-15 00:58:46.530612224,2024,6,15,5,1,2,1.3636363636363635
Fruits,220,Corporate,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,2024-06-15 06:51:25.714285824,2024,6,15,5,1,2,1.3636363636363635
Dairy Products,220,Birthday,300,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,2024-06-15 12:44:04.897959168,2024,6,15,5,1,2,1.3636363636363635
Baked Goods,400,Birthday,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,45,2024-06-15 18:36:44.081632768,2024,6,15,5,1,2,1.25
Dairy Products,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,40,2024-06-16 00:29:23.265306112,2024,6,16,6,1,2,1.25
Dairy Products,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,50,2024-06-16 06:22:02.448979712,2024,6,16,6,1,2,1.25
Baked Goods,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,2024-06-16 12:14:41.632653056,2024,6,16,6,1,2,1.25
Dairy Products,434,Corporate,495,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,36,2024-06-16 18:07:20.816326656,2024,6,16,6,1,2,1.140552995391705
Baked Goods,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-06-17 00:00:00.000000000,2024,6,17,0,0,2,1.2857142857142858
Baked Goods,220,Birthday,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,2024-06-17 05:52:39.183673344,2024,6,17,0,0,2,1.3636363636363635
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,2024-06-17 11:45:18.367346944,2024,6,17,0,0,2,1.25
Dairy Products,250,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,30,2024-06-17 17:37:57.551020288,2024,6,17,0,0,2,1.4
Vegetables,350,Social Gathering,450,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-06-18 11:15:55.102040832,2024,6,18,1,0,2,1.2857142857142858
Fruits,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-06-18 17:08:34.285714176,2024,6,18,1,0,2,1.2857142857142858
Dairy Products,250,Birthday,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,15,2024-06-18 23:01:13.469387776,2024,6,18,1,0,2,1.4
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,2024-06-19 04:53:52.653061120,2024,6,19,2,0,2,1.25
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,25,2024-06-19 10:46:31.836734720,2024,6,19,2,0,2,1.25
Baked Goods,350,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,2024-06-19 16:39:11.020408064,2024,6,19,2,0,2,1.1428571428571428
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-06-19 22:31:50.204081664,2024,6,19,2,0,2,1.2857142857142858
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,40,2024-06-20 04:24:29.387755008,2024,6,20,3,0,2,1.25
Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,2024-06-20 10:17:08.571428608,2024,6,20,3,0,2,1.3333333333333333
Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,20,2024-06-20 16:09:47.755101952,2024,6,20,3,0,2,1.4
Fruits,320,Social Gathering,400,Room Temperature,Occasional,All Seasons,Finger Food,Suburban,Moderate,25,2024-06-20 22:02:26.938775552,2024,6,20,3,0,2,1.25
Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,20,2024-06-21 03:55:06.122448896,2024,6,21,4,0,2,1.4
Meat,400,Wedding,500,Refrigerated,Occasional,Summer,Buffet,Rural,High,30,2024-06-21 09:47:45.306122496,2024,6,21,4,0,2,1.25
Meat,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,High,45,2024-06-21 15:40:24.489795840,2024,6,21,4,0,2,1.25
Meat,400,Wedding,500,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Low,25,2024-06-21 21:33:03.673469440,2024,6,21,4,0,2,1.25
Fruits,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,2024-06-22 03:25:42.857142784,2024,6,22,5,1,2,1.25
Fruits,380,Wedding,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,2024-06-22 09:18:22.040816384,2024,6,22,5,1,2,1.3157894736842106
Meat,300,Wedding,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,40,2024-06-22 15:11:01.224489728,2024,6,22,5,1,2,1.3333333333333333
Meat,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,25,2024-06-22 21:03:40.408163328,2024,6,22,5,1,2,1.25
Fruits,320,Corporate,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,2024-06-23 02:56:19.591836672,2024,6,23,6,1,2,1.25
Meat,380,Birthday,480,Refrigerated,Regular,All Seasons,Buffet,Suburban,Moderate,30,2024-06-23 08:48:58.775510272,2024,6,23,6,1,2,1.263157894736842
Fruits,380,Corporate,480,Refrigerated,Occasional,Winter,Buffet,Suburban,Moderate,30,2024-06-23 14:41:37.959183616,2024,6,23,6,1,2,1.263157894736842
Meat,300,Wedding,400,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,15,2024-06-23 20:34:17.142857216,2024,6,23,6,1,2,1.3333333333333333
Vegetables,380,Birthday,480,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,30,2024-06-24 02:26:56.326530560,2024,6,24,0,0,2,1.263157894736842
Meat,280,Corporate,350,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,2024-06-24 08:19:35.510204160,2024,6,24,0,0,2,1.25
Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Low,15,2024-06-24 14:12:14.693877504,2024,6,24,0,0,2,1.3333333333333333
Fruits,400,Birthday,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,2024-06-25 01:57:33.061224448,2024,6,25,1,0,2,1.125
Meat,250,Wedding,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,20,2024-06-25 13:42:51.428571392,2024,6,25,1,0,2,1.4
Meat,320,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,25,2024-06-25 19:35:30.612244992,2024,6,25,1,0,2,1.25
Baked Goods,450,Birthday,500,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,2024-06-26 01:28:09.795918336,2024,6,26,2,0,2,1.1111111111111112
Baked Goods,280,Wedding,350,Room Temperature,Occasional,All Seasons,Buffet,Urban,Low,20,2024-06-26 13:13:28.163265280,2024,6,26,2,0,2,1.25
Fruits,310,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,2024-06-26 19:06:07.346938880,2024,6,26,2,0,2,1.1290322580645162
Vegetables,208,Wedding,282,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,2024-06-27 00:58:46.530612224,2024,6,27,3,0,2,1.3557692307692308
Fruits,208,Wedding,282,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22,2024-06-27 06:51:25.714285824,2024,6,27,3,0,2,1.3557692307692308
Vegetables,250,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,2024-06-27 12:44:04.897959168,2024,6,27,3,0,2,1.4
Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,2024-06-27 18:36:44.081632768,2024,6,27,3,0,2,1.3333333333333333
Fruits,250,Corporate,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20,2024-06-28 00:29:23.265306112,2024,6,28,4,0,2,1.4
Baked Goods,290,Birthday,374,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,27,2024-06-28 06:22:02.448979712,2024,6,28,4,0,2,1.289655172413793
Fruits,342,Corporate,405,Refrigerated,Occasional,All Seasons,Finger Food,Urban,Moderate,29,2024-06-28 12:14:41.632653056,2024,6,28,4,0,2,1.1842105263157894
Vegetables,434,Wedding,495,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Urban,Low,36,2024-06-29 00:00:00.000000000,2024,6,29,5,1,2,1.140552995391705
Fruits,320,Social Gathering,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,2024-06-29 23:30:36.734693888,2024,6,29,5,1,2,1.5
Fruits,400,Corporate,500,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,50,2024-06-30 05:23:15.918367232,2024,6,30,6,1,2,1.25
Fruits,208,Wedding,282,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22,2024-06-30 17:08:34.285714176,2024,6,30,6,1,2,1.3557692307692308
Dairy Products,220,Birthday,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,2024-06-30 23:01:13.469387776,2024,6,30,6,1,2,1.3636363636363635
Fruits,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,2024-07-01 04:53:52.653061120,2024,7,1,0,0,3,1.3333333333333333
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,40,2024-07-01 16:39:11.020408064,2024,7,1,0,0,3,1.3333333333333333
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,15,2024-07-01 22:31:50.204081664,2024,7,1,0,0,3,1.3636363636363635
Fruits,450,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,30,2024-07-02 04:24:29.387755008,2024,7,2,1,0,3,1.1111111111111112
Meat,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,2024-07-02 10:17:08.571428608,2024,7,2,1,0,3,1.25
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,2024-07-02 16:09:47.755101952,2024,7,2,1,0,3,1.3636363636363635
Baked Goods,208,Corporate,282,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,2024-07-02 22:02:26.938775552,2024,7,2,1,0,3,1.3557692307692308
Meat,280,Social Gathering,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Moderate,20,2024-07-03 03:55:06.122448896,2024,7,3,2,0,3,1.25
Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,35,2024-07-03 09:47:45.306122496,2024,7,3,2,0,3,1.2857142857142858
Fruits,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,2024-07-03 15:40:24.489795840,2024,7,3,2,0,3,1.25
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,45,2024-07-03 21:33:03.673469440,2024,7,3,2,0,3,1.2857142857142858
Baked Goods,300,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,2024-07-04 03:25:42.857142784,2024,7,4,3,0,3,1.3333333333333333
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,2024-07-04 15:11:01.224489728,2024,7,4,3,0,3,1.25
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,2024-07-04 21:03:40.408163328,2024,7,4,3,0,3,1.3333333333333333
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,2024-07-05 02:56:19.591836672,2024,7,5,4,0,3,1.2857142857142858
Dairy Products,261,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,2024-07-05 08:48:58.775510272,2024,7,5,4,0,3,1.3409961685823755
Dairy Products,438,Social Gathering,493,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,35,2024-07-05 14:41:37.959183616,2024,7,5,4,0,3,1.1255707762557077
Meat,300,Birthday,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Low,15,2024-07-06 02:26:56.326530560,2024,7,6,5,1,3,1.3333333333333333
Meat,300,Wedding,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,40,2024-07-06 08:19:35.510204160,2024,7,6,5,1,3,1.3333333333333333
Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,2024-07-06 14:12:14.693877504,2024,7,6,5,1,3,1.2857142857142858
Meat,300,Wedding,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,25,2024-07-07 01:57:33.061224448,2024,7,7,6,1,3,1.3333333333333333
